mask_id,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,total,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#<2 years#D#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,15816.03,27979.86,27644.69,27305.66,26962.74,41615.88,41092.55,40563.13,40027.55,59485.73,58703.47,54174.13,80489.45,79481.19,78461.20,92129.35,107926.16,154047.98,218399.71,231287.40,391314.91,510315.94,503996.46,572644.06,624449.89,654213.19,645700.88,637091.59,6059320.76,>50k,0.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,D,60M
1.0DEQ#12.5<x<14.5#36M#1OR2ENQ#>2 years#O#0.0PUB#OWN#>50k,,,,,,,,,,24000.00,23448.04,22890.28,22326.66,21757.11,21181.59,20600.01,20012.32,19418.46,21818.35,36143.52,35119.47,34084.48,44238.42,42926.99,44601.40,43193.75,41770.85,40332.54,57378.66,62989.79,65909.39,64378.54,86455.78,99315.06,96808.59,94274.76,91790.07,79547.44,77008.27,98745.32,101710.09,95007.69,100565.85,90643.29,77746.61,74980.37,64548.44,62026.37,64975.91,72270.50,70909.31,84581.03,81035.80,65617.94,79405.76,76011.09,73108.26,88572.76,83887.61,94003.62,93367.71,93706.20,96105.39,98390.56,109633.68,107542.60,135933.56,154219.55,153777.36,167676.84,198865.85,198400.20,206942.96,213581.88,227714.02,279755.99,268613.01,327602.83,380976.66,378911.03,413804.94,452016.47,546469.03,520829.32,553181.93,600837.37,601753.16,621383.67,712826.10,695095.00,695646.07,718111.59,732805.66,731522.17,667288.18,638258.18,16949620.95,>50k,1.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,0.0PUB,O,36M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#>2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11860.70,19719.78,25083.41,24779.30,36471.68,36020.22,55563.55,66867.83,66024.13,75170.74,80192.05,79131.50,78058.75,76973.65,75876.06,74765.84,73642.84,72506.92,71357.93,70195.71,69020.11,67830.99,66628.17,65583.67,64527.12,63458.41,81452.38,70825.81,69496.64,63325.59,82095.22,80612.87,79113.47,77596.81,76062.69,74510.93,104416.30,102463.95,100489.06,91967.81,90248.67,88509.69,86750.63,82258.29,110958.38,138433.68,165888.15,204964.37,266022.37,325142.27,320213.52,500603.57,558346.24,512568.77,660627.17,654686.90,692077.35,666968.01,638932.52,9497941.14,>50k,0.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,H,60M
0.0DEQ#<10#36M#0ENQ#>2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,15000.00,14638.97,14275.04,13908.19,15038.40,14574.84,14107.74,13637.06,13162.78,12651.39,12169.61,11684.14,11194.95,10702.01,20205.30,27256.24,23381.82,30501.26,29415.69,28281.88,27279.38,25694.39,36743.03,45479.31,43955.56,42422.54,40880.19,39328.44,47917.24,52097.78,65118.29,62746.00,58471.93,64537.11,74390.00,71943.31,99482.21,96276.52,99714.27,90203.91,122006.17,127939.55,169042.06,198533.74,207615.93,206775.98,199746.29,191671.50,185338.22,202432.36,201548.22,194476.84,175846.88,259862.51,262123.32,333062.21,367825.02,376960.77,400448.16,386710.48,374967.59,359213.58,414681.57,423579.68,414770.07,404965.71,395995.64,414495.07,454929.40,503316.40,492703.20,518196.68,595831.00,726577.80,682752.97,643966.60,14121377.89,>50k,0.0DEQ,>2 years,RENT,0ENQ,<10,0.0PUB,H,36M
0.0DEQ#>16.5#60M#0ENQ#>2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.00,,,,,,,,,,,,,,,,,16000.00,15830.30,15658.15,27483.53,45905.86,45247.64,64784.83,63987.66,80123.15,114838.70,137442.30,186238.25,198742.66,233531.47,291090.66,341244.91,400612.72,450889.90,441540.08,443912.52,572240.27,568766.09,560778.93,638332.25,684948.85,664346.89,644007.81,7954126.36,<50k,0.0DEQ,>2 years,OWN,0ENQ,>16.5,1.0PUB,H,60M
0.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,2500.00,2441.65,2382.74,4973.25,4851.57,4728.70,4604.63,4479.33,4352.81,4225.04,4096.01,3965.72,3834.15,3701.29,3567.12,3431.64,3294.82,3156.66,3017.14,2876.25,7733.98,7474.56,7212.55,18947.93,18397.76,17842.34,17281.61,16007.03,15511.29,15010.83,14505.60,28495.56,27635.51,26767.57,25891.68,25007.75,24115.71,23215.50,22307.03,21390.48,13752.83,13217.15,12697.92,12173.99,11645.32,11111.87,10573.59,33530.43,32437.82,31334.74,30221.10,37546.80,27961.73,32815.79,31517.73,24867.73,59969.04,58387.36,56790.17,55177.31,53548.64,59403.99,61494.42,69551.18,88847.48,85998.42,130262.85,147617.30,169284.67,178355.81,204725.98,221800.87,262140.39,309085.50,391054.41,436707.45,444284.60,513172.53,538464.09,529909.13,641629.66,660181.79,708371.46,667153.44,645601.37,9271610.67,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,10<x<12.5,1.0PUB,D,36M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#>2 years#C#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.00,14665.51,14326.94,13984.25,37637.39,36754.76,35861.20,34956.56,34040.70,33113.49,32174.79,31224.45,30262.32,39288.28,38085.27,42742.07,41377.34,39995.44,38596.16,37179.28,35744.58,49291.83,57712.24,55657.15,97594.06,94497.58,138379.91,160198.88,155392.96,157525.60,152441.59,147292.59,152577.77,186314.65,233993.04,226261.86,238675.98,242523.66,239513.56,296675.87,313024.94,309193.34,349862.23,339477.32,346956.34,376987.62,404218.00,455037.99,476233.82,535507.43,609553.40,619045.01,650061.00,682738.64,666024.53,703075.80,773717.62,729803.24,785538.75,734725.52,732288.04,714370.75,751685.83,738926.05,671975.90,650044.22,18879604.89,>50k,0.0DEQ,>2 years,RENT,2+ENQ,14.5<x<16.5,0.0PUB,C,36M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#>2 years#O#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.00,13102.49,12948.12,36991.96,55149.12,72481.68,83596.93,132564.01,161051.57,180967.40,237491.83,250927.75,238610.11,247463.06,263992.92,252275.77,290859.76,332513.74,363129.60,447292.47,466174.90,499954.82,509434.53,524902.70,467733.47,482454.65,488850.56,481306.96,530152.52,522181.27,513877.90,505600.65,471580.26,463227.29,454968.38,446590.06,425338.25,417099.71,385592.52,377117.44,430447.87,429304.67,418908.26,408171.28,382496.58,373421.92,384532.25,341169.62,458132.23,506876.17,534375.45,577709.61,555595.88,573454.62,620943.19,665857.44,693321.69,666834.60,650870.46,22788372.92,>50k,0.0DEQ,>2 years,RENT,1OR2ENQ,12.5<x<14.5,0.0PUB,O,60M
1.0DEQ#>16.5#60M#0ENQ#<2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000.00,,,,,,,,,,21000.00,20789.05,20574.72,22606.96,57363.42,56795.30,56217.20,63628.95,62945.51,54421.27,83801.47,82884.17,103950.77,162807.83,161090.14,159605.13,158092.95,150555.78,172539.49,137456.72,150451.41,173254.84,220757.96,253444.57,282980.16,342344.86,338101.45,332989.48,435094.75,432402.22,462390.39,568418.13,662732.08,694305.94,685525.79,650913.25,8530234.08,>50k,1.0DEQ,<2 years,OWN,0ENQ,>16.5,0.0PUB,H,60M
0.0DEQ#10<x<12.5#36M#0ENQ#<2 years#O#0.0PUB#RENT#<50k,,38500.00,37585.26,39662.54,47660.93,64436.74,63381.00,68521.25,66660.44,83382.90,91051.32,88464.27,90053.70,93320.96,90422.27,87497.15,87545.37,95617.49,96840.31,93150.11,89450.22,90348.36,86993.60,104696.72,130563.92,139626.75,139241.38,136159.18,140385.82,160866.37,170213.80,166542.10,168043.22,190188.70,198623.92,220745.06,235429.70,239407.05,251102.97,253762.93,271852.05,261535.66,259447.82,247883.68,250008.42,240194.96,252132.57,263189.75,283380.24,336468.33,343986.46,369489.21,383295.73,388012.13,390601.90,383554.75,417367.19,411628.17,394792.31,423333.78,412118.83,427432.40,459320.04,484253.86,523398.95,592268.56,572715.42,545321.62,548201.07,521511.89,480672.40,449447.52,432053.63,429086.70,426249.71,451090.49,423131.20,418059.88,407628.58,386277.09,378147.94,361471.49,353354.11,376689.50,422360.62,470902.10,506397.84,516220.59,539419.33,573418.49,586144.37,625198.76,677549.74,716961.37,681310.41,653045.98,29137133.34,<50k,0.0DEQ,<2 years,RENT,0ENQ,10<x<12.5,0.0PUB,O,36M
0.0DEQ#>16.5#60M#1OR2ENQ#>2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11877.48,11753.06,11626.70,11498.38,11368.07,11235.73,11101.34,10964.86,10826.26,10685.51,10542.57,10397.42,10250.00,10100.30,9948.27,27793.88,63897.17,63210.28,78522.83,111821.23,95200.05,94294.87,128123.93,127057.22,191296.83,223309.31,257171.27,299440.69,376215.79,465698.72,519396.08,549433.70,523177.81,625825.25,661039.76,669594.38,668766.48,695159.45,663142.35,689191.24,687843.27,709779.00,690701.47,653562.63,11785842.92,<50k,0.0DEQ,>2 years,OWN,1OR2ENQ,>16.5,1.0PUB,C,60M
1.0DEQ#>16.5#60M#0ENQ#>2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,15846.66,15690.66,15531.94,15370.45,15206.15,15039.00,14868.93,14695.91,14519.87,14340.76,14158.54,13973.15,13784.53,13592.62,13397.38,29198.73,28826.93,28449.16,59365.34,58677.61,57978.37,69267.43,131286.01,140866.02,202282.43,295388.80,316172.77,345679.19,454600.23,471822.59,478261.70,472994.89,531164.94,470769.96,499958.39,534699.42,691461.09,683004.72,654379.83,7942573.11,>50k,1.0DEQ,>2 years,OWN,0ENQ,>16.5,1.0PUB,H,60M
0.0DEQ#12.5<x<14.5#36M#1OR2ENQ#>2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,6000.00,5863.34,5725.17,5585.48,5444.25,5301.45,5157.09,5011.13,4863.56,4714.36,4563.51,4411.00,4256.81,25100.92,32042.63,28553.83,27791.94,37255.06,42523.72,41555.07,43628.80,42623.74,32292.71,31264.89,30225.50,29174.41,28111.49,27036.60,25949.61,24850.39,23738.79,22614.68,21477.91,20328.35,19165.84,22490.25,32198.12,32139.92,36808.41,44498.21,43193.76,41815.81,40422.31,42013.23,77894.48,77172.23,74790.62,76166.98,96545.65,105452.51,107253.08,110665.97,164735.26,193316.51,213950.68,260628.30,253633.12,260939.56,285392.11,291691.22,285627.31,383053.84,403870.65,427829.03,456292.41,487701.30,518639.53,544144.51,563324.25,571082.74,600351.93,613791.08,603230.79,604844.97,597723.67,639809.90,684202.24,671704.56,689389.11,732071.71,704756.52,723154.54,727780.13,751813.42,710874.92,655894.17,19062971.57,<50k,0.0DEQ,>2 years,OWN,1OR2ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#14.5<x<16.5#60M#2+ENQ#>2 years#D#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.00,14835.00,14667.80,28498.38,53169.50,62561.86,61833.04,61094.73,60346.79,59589.10,58821.52,58043.94,57430.08,56808.15,56178.04,55539.65,42460.37,42061.18,41656.85,41247.33,23397.73,22977.61,22552.09,22121.09,21684.55,21242.41,20794.57,20340.98,19881.55,19416.22,18944.90,18467.53,17984.01,36694.28,54211.18,53295.30,79742.43,94500.72,109066.37,146888.38,188797.80,186193.48,229555.04,313171.27,326249.62,370470.42,455595.16,561044.49,592466.51,584547.84,605726.90,616120.79,617720.02,677566.69,733883.32,722354.02,677440.70,656228.03,10901179.27,>50k,0.0DEQ,>2 years,OWN,2+ENQ,14.5<x<16.5,1.0PUB,D,60M
0.0DEQ#14.5<x<16.5#36M#0ENQ#<2 years#D#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,4000.00,3911.41,3821.70,3730.87,3638.90,3545.78,3451.49,3356.01,3259.34,3161.46,3062.34,2961.99,2860.37,2757.48,2653.30,2547.82,2441.01,2332.86,2223.35,2112.47,2000.20,1886.52,1771.42,1654.87,1536.85,1417.36,1296.37,1173.86,1049.82,15924.22,15469.63,15009.08,14542.49,14069.79,13590.89,13105.72,12614.41,12255.21,11891.22,11522.38,11148.63,10769.89,10386.11,9997.22,9603.14,9203.81,8799.16,8389.12,33573.62,32593.73,35600.79,69507.05,108457.54,105666.94,102839.31,99974.15,97070.96,94129.24,148898.48,170614.24,242307.60,370123.42,517769.61,580650.42,587346.63,636482.53,733575.98,713966.23,718516.77,797159.48,825372.87,823474.94,779075.24,856870.33,764323.62,735220.92,659782.98,12744854.99,>50k,0.0DEQ,<2 years,OWN,0ENQ,14.5<x<16.5,1.0PUB,D,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#D#0.0PUB#OWN#>50k,,,,,,,,,,,15000.00,14644.85,21786.52,21250.81,20710.14,20164.45,19613.71,19057.86,18496.87,17930.67,17359.23,16782.49,16200.41,15612.93,24270.00,23456.50,22635.31,21806.38,20969.62,20124.96,19272.33,18411.65,29542.84,28381.32,42209.01,66870.16,64696.00,49424.75,47257.32,45490.49,41268.42,39924.20,38567.88,37199.36,45443.51,43338.03,30379.31,41218.00,39762.21,29898.45,28749.23,27605.88,26452.07,25287.69,24112.65,22926.85,21730.19,20522.58,19303.91,18074.09,16833.15,15887.47,14933.36,13970.75,24999.56,23741.65,130372.21,246207.51,291827.01,327463.56,319025.54,310508.89,318664.17,390805.81,370857.65,379516.33,412511.66,456201.24,460392.17,542842.55,572037.16,570653.96,588660.11,654205.01,681810.28,753408.96,765953.24,785213.28,749271.57,758019.35,759328.22,780255.51,772195.74,750262.28,721701.25,660548.93,17812281.14,>50k,1.0DEQ,>2 years,OWN,2+ENQ,10<x<12.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#60M#1OR2ENQ#<2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000.00,20751.23,20499.71,28800.72,28422.45,64040.01,68506.51,108627.41,132252.40,130567.97,176864.73,192924.64,194390.24,226781.59,204483.47,201428.86,198340.52,195427.27,192481.77,189503.66,192492.57,229378.51,237758.11,263847.15,319290.17,338282.50,352389.67,362712.33,372781.21,340469.17,336674.71,346217.45,352526.14,347084.87,341562.74,335978.52,304138.41,245965.24,285467.37,299788.97,293725.48,317536.19,339638.34,408361.15,521388.86,549670.10,548898.81,582719.32,580543.94,660455.25,710521.19,709536.04,713570.00,708969.79,774995.71,719211.57,660662.77,18601305.45,>50k,0.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,0.0PUB,H,60M
0.0DEQ#<10#36M#1OR2ENQ#<2 years#D#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00,5951.32,5803.45,5654.56,1803.12,1752.98,1702.47,1651.59,,,,,,,,15000.00,14634.95,14267.19,13896.71,21523.47,19952.78,18370.43,16776.35,15170.44,13202.63,12324.25,35439.35,41851.08,40665.10,39470.55,48267.37,73814.95,63286.75,52296.02,68611.35,97178.32,104481.80,161648.56,304797.34,334390.16,493739.57,553903.43,699872.19,680698.44,661187.93,4757038.93,>50k,0.0DEQ,<2 years,RENT,1OR2ENQ,<10,1.0PUB,D,36M
1.0DEQ#10<x<12.5#60M#0ENQ#<2 years#D#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22275.00,22005.31,21732.82,21457.52,21179.36,20898.33,20614.39,20327.50,20037.65,19744.80,19448.92,19149.98,18847.94,18542.78,18234.45,17922.94,17608.20,17290.21,16968.92,38144.31,37553.92,36957.48,60354.94,59448.80,58533.56,57609.13,56675.43,55732.36,54779.81,53817.71,53136.11,52447.69,94152.37,92920.35,52687.38,108164.92,106545.93,161660.86,338013.41,412422.22,543364.04,594073.51,694390.51,670633.93,661235.40,5579743.11,>50k,1.0DEQ,<2 years,RENT,0ENQ,10<x<12.5,0.0PUB,D,60M
0.0DEQ#10<x<12.5#60M#0ENQ#>2 years#C#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27500.00,27166.42,26829.41,26488.93,26144.94,25797.42,25446.32,25091.60,24733.24,24371.18,44005.40,63394.16,73529.54,72523.19,100506.57,193512.69,311080.97,363977.15,468823.63,603574.75,688219.06,678965.97,669622.93,4591305.48,>50k,0.0DEQ,>2 years,RENT,0ENQ,10<x<12.5,1.0PUB,C,60M
0.0DEQ#12.5<x<14.5#60M#0ENQ#<2 years#C#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9879.77,9758.26,9635.48,9511.39,9385.99,9185.17,9056.33,8926.12,8794.54,8661.57,8527.20,8391.40,8254.17,8115.49,7975.34,7833.72,7690.59,7545.96,7399.79,7252.08,7102.81,6951.97,6799.52,24645.47,24282.82,6332.47,6173.48,6012.82,5850.45,5412.27,19243.56,38487.09,47918.50,72528.53,82484.60,124985.98,123419.34,149059.43,185138.81,268579.71,386865.21,423763.10,437236.52,508753.57,534291.13,554646.71,657554.60,706873.59,725377.06,699006.73,670780.24,7698338.46,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,C,60M
0.0DEQ#14.5<x<16.5#36M#1OR2ENQ#>2 years#O#0.0PUB#OWN#<50k,,,3750.00,3667.71,3584.35,3499.90,3414.36,16852.69,16466.03,16074.45,15677.87,15276.23,14869.47,14457.53,14040.32,13617.79,13287.26,12952.55,12613.60,17270.36,16227.22,15658.08,15081.71,14605.78,13994.60,13506.56,13027.36,12512.10,27205.34,39362.23,38346.80,37318.15,36276.13,43220.56,37324.12,42880.37,41468.22,50038.07,48368.10,61876.91,65831.33,63626.04,62392.65,58442.37,50660.62,64996.97,56469.98,54612.57,51938.03,50029.77,56097.29,53964.67,72404.93,83929.77,85262.02,85109.29,135972.74,129896.20,137168.78,162948.31,175026.38,206071.46,242104.84,284528.69,320477.66,340935.66,347067.27,372071.28,353498.75,348048.07,353019.56,365456.31,383648.26,389958.79,410692.04,411481.15,392126.92,397489.96,398448.28,424864.49,447840.29,460427.82,485959.17,461916.74,432587.82,481549.79,508175.56,501636.71,583041.59,604180.21,644773.85,714415.70,714284.62,731776.26,699481.74,670818.97,18471307.87,<50k,0.0DEQ,>2 years,OWN,1OR2ENQ,14.5<x<16.5,0.0PUB,O,36M
0.0DEQ#<10#36M#2+ENQ#>2 years#C#0.0PUB#RENT#>50k,,,,,,,,,6000.00,5855.19,5709.24,5562.14,5413.88,5264.46,5113.85,4962.07,4809.08,4654.89,4499.49,4342.86,4185.00,4025.90,3865.54,3703.93,3541.03,3376.86,3211.39,3044.62,2876.54,2707.13,2536.39,2364.30,2190.86,2016.06,13039.87,12593.74,12144.01,11690.63,20433.59,19745.47,19052.13,17786.41,17270.11,23749.94,23048.36,22341.96,29130.68,35728.52,34639.71,33543.29,32439.19,31327.37,30207.76,29080.31,27944.96,26801.67,53650.36,60799.19,68524.71,66264.67,74213.65,71667.83,69104.20,43461.88,41586.53,36821.17,35117.56,33401.33,52072.40,55784.20,53384.77,61328.16,76484.53,91309.08,88079.74,85115.78,82131.33,132126.25,175192.69,260337.10,316524.65,334220.57,420195.24,529734.46,544437.38,605583.22,682706.64,669520.02,693658.94,690118.35,711504.26,787329.71,776795.01,766233.33,735878.53,671215.61,12433187.42,>50k,0.0DEQ,>2 years,RENT,2+ENQ,<10,0.0PUB,C,36M
0.0DEQ#<10#60M#0ENQ#>2 years#C#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.00,31788.81,62060.45,160423.72,210265.51,235354.47,442255.35,582651.45,706652.66,682111.15,672424.09,3801987.66,>50k,0.0DEQ,>2 years,OWN,0ENQ,<10,1.0PUB,C,60M
0.0DEQ#14.5<x<16.5#36M#1OR2ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,15000.00,14667.57,14330.98,13990.18,13645.11,16870.73,22439.44,21870.59,21294.48,28211.03,27453.25,26685.87,25908.79,27107.79,25980.83,25225.68,38155.64,60409.95,58728.42,58775.62,57012.47,60902.84,75132.41,86541.09,88889.33,106448.62,107772.90,119580.25,128947.94,122915.87,119192.18,132229.08,136252.53,130557.55,136277.19,132874.97,128473.85,122823.32,107572.05,95885.38,88626.76,83442.20,98567.24,126255.20,129302.10,151565.75,155064.39,165949.65,172579.08,197767.15,211580.01,211728.57,207045.17,226303.98,231399.23,289797.99,357632.69,356212.56,355870.03,369334.56,357027.78,370770.87,355898.72,328039.47,328679.23,339053.61,344154.90,332307.60,340794.72,334152.91,332793.70,324506.32,316504.50,308122.66,309039.01,329104.97,316035.24,324763.60,373947.36,394501.67,426975.55,440727.77,455523.42,590278.62,638598.45,682701.37,744450.47,762641.82,749743.50,717879.41,673977.11,20582754.38,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,14.5<x<16.5,0.0PUB,O,36M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#>2 years#O#0.0PUB#OWN#>50k,,,,,,,15000.00,14670.86,14337.42,22337.42,22163.91,21988.03,21809.75,21629.03,21445.85,21260.15,21071.92,40881.12,25303.17,30790.06,29812.13,48844.86,57174.93,63877.73,60658.14,56817.44,54518.16,52394.15,78241.33,99908.71,97463.81,99342.83,153732.61,190830.15,235570.79,266528.17,260207.07,256798.88,247674.89,259141.35,254695.15,251457.78,247127.88,224333.28,217172.97,205148.73,206919.07,191100.09,179464.55,176660.80,168165.61,168836.84,161445.45,154958.24,159203.58,182812.67,177624.50,166549.03,149461.58,160722.28,175603.16,201918.38,203608.44,274407.35,328025.35,369307.06,380066.17,389728.27,367892.41,342207.63,410004.62,394890.56,427897.93,417526.00,415131.29,421504.94,437288.28,478248.57,543188.98,575357.20,629305.52,703311.72,753484.72,746747.70,722089.40,820305.16,819300.03,778822.49,827619.20,828006.10,790208.66,808391.26,826106.61,788834.84,739432.32,675019.16,26598874.38,>50k,0.0DEQ,>2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,O,36M
1.0DEQ#>16.5#36M#1OR2ENQ#>2 years#D#0.0PUB#RENT#<50k,,,,,,,,,,11000.00,10754.28,10505.58,10253.89,9999.15,9741.33,9480.40,9216.31,8949.04,8678.53,8404.76,8127.67,7847.24,7563.42,7276.18,6985.46,6691.22,6393.44,6092.05,5787.02,5478.31,5165.87,4849.65,4529.61,4205.70,3877.88,3546.10,3150.30,2609.73,2262.62,1911.32,1555.78,1195.94,731.75,,,,,,,,10000.00,18784.76,23377.28,30858.47,53604.55,52595.67,56572.34,55207.87,59865.96,61581.85,94260.63,113902.63,167247.54,183479.78,224352.49,228639.15,264079.70,278934.71,320252.12,368021.72,408899.88,461698.43,486021.11,536766.92,590596.66,600538.85,641285.40,688668.85,711688.14,684867.73,744432.18,754751.78,779989.06,791541.33,766668.11,808751.88,863396.06,860040.43,850114.66,879735.83,841673.92,775542.76,814144.75,758064.66,703640.53,675324.72,21359281.38,<50k,1.0DEQ,>2 years,RENT,1OR2ENQ,>16.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#D#0.0PUB#OWN#<50k,,,,,,,15000.00,22064.31,21558.98,21047.60,33630.09,32806.83,31974.05,31131.65,30279.50,29597.52,28907.73,33210.04,32390.12,31560.89,30722.22,49874.01,43875.40,49916.05,54050.14,53182.90,63055.69,93522.39,74566.41,58350.10,61604.00,59726.04,88952.61,87840.70,91061.53,105613.93,102491.75,106786.24,109250.50,118185.14,117782.56,117716.56,136997.20,131302.27,121986.45,102821.36,96408.03,105722.14,102368.94,99012.64,95575.02,91697.68,103447.13,114185.08,153406.14,159677.75,153478.48,146420.76,140734.67,134658.30,139175.60,181609.23,197274.86,209007.79,256015.56,324264.96,313865.65,301583.21,320720.08,353127.40,350871.55,363945.97,372507.43,401009.53,429770.35,431042.19,440772.43,487255.85,508132.88,525850.70,527062.63,585724.18,616002.32,620747.41,678291.37,769273.64,813803.42,796944.81,848516.53,853675.73,818964.57,846895.74,779526.05,784543.23,727831.01,675717.63,22974509.77,<50k,0.0DEQ,>2 years,OWN,2+ENQ,12.5<x<14.5,0.0PUB,D,36M
0.0DEQ#10<x<12.5#36M#0ENQ#<2 years#C#1.0PUB#OWN#>50k,,,,,,,,,,,3700.00,3613.65,3526.46,3438.43,3349.54,3259.79,3169.16,9677.65,9429.27,9178.59,8925.57,8670.21,18212.48,17725.58,17233.97,16737.58,16236.38,15730.31,15219.34,14703.41,14182.48,12823.63,12285.02,10741.20,8407.70,8151.64,7892.96,7631.66,5881.15,5614.50,5345.14,5073.04,4798.17,4520.50,14240.01,13718.66,13192.37,12661.09,12124.78,11583.38,11036.86,10485.15,9928.22,9366.01,8798.46,8225.54,7004.23,6740.34,6474.16,6205.69,5934.90,17661.77,17099.76,16532.95,15961.30,21284.75,20562.41,46833.90,63961.55,71148.48,91910.37,181387.12,225785.17,277955.92,336157.02,325778.16,373027.95,374518.82,367747.83,418494.17,451157.81,567071.79,611961.30,616548.29,695882.69,747475.62,765152.13,737710.23,774565.61,800486.15,774296.05,837499.83,841630.30,794580.53,742082.99,676133.60,15180850.34,>50k,0.0DEQ,<2 years,OWN,0ENQ,10<x<12.5,1.0PUB,C,36M
